Probabilities,IWV,A20,A40,A50,A75
0.1,55.1642662277139,0.7662502749802753,0.5935664775219883,0.8459672972676692,1.823875869610008
0.2,54.44368683087711,0.7558534614762418,0.5839204619354307,0.8321031280008974,1.7938551304065136
0.3,53.865380104733276,0.7475169273614055,0.5762183245987574,0.8210346560107329,1.7698899533392871
0.5,52.86712701117942,0.7331424870882189,0.5630055814132399,0.8020508277404504,1.7287906824163803
1.0,51.534037523604646,0.7139778803775546,0.5455236866512565,0.7769406306010458,1.674436126818884
2.0,50.110831143960844,0.6935575407014315,0.5270652630774392,0.7504373645517542,1.6170764478436481
3.0,49.07629800437631,0.6787398767993975,0.5137807347410007,0.7313692738836862,1.575815197764047
5.0,47.60574694957526,0.6577149187438143,0.4950897696177252,0.7045502894596015,1.5177919862478582
10.0,45.28582250359099,0.6246370629728951,0.46606222371948075,0.6629223103664803,1.4277540000461457
20.0,42.34851537298356,0.582917488812151,0.43011483335725403,0.6114114238019474,1.316384765475783
30.0,40.13633039376249,0.5516169423891369,0.4036343340333393,0.5734972457874171,1.2344466145444521
50.0,36.06525597613398,0.4942864288121792,0.3562291017470719,0.5056960271672056,1.0879985308314317
60.0,34.10254408303854,0.4667733884712527,0.3339865081968371,0.4739185944479486,1.0193994561177067
70.0,31.931645286571722,0.43643843404791516,0.3098462327818742,0.43945758662029677,0.9450381667687153
80.0,29.41949518465141,0.4014616315737767,0.2825134716979332,0.4004764481913291,0.8609650635358219
90.0,25.95302415885456,0.35342049532558345,0.2458499000482464,0.3482558112153848,0.7484141704125139
95.0,22.904644278418946,0.31138552231263644,0.21460439150743782,0.3038197483701557,0.6527181368903262
99.0,16.770647107516265,0.22738724386653195,0.15447540422775738,0.21850534901756344,0.46921561820483093
