Latitude,Longitude,Value,dataDate,dataTime
-17.75,-63.5,46.04309082,19790101,1800
-17.75,-63.25,49.744262695,19790101,1800
-18.0,-63.5,42.338012695,19790101,1800
-18.0,-63.25,47.18762207,19790101,1800
-17.75,-63.5,46.264129639,19790102,1800
-17.75,-63.25,49.365692139,19790102,1800
-18.0,-63.5,42.894989014000004,19790102,1800
-18.0,-63.25,47.248504639,19790102,1800
-17.75,-63.5,49.065765381000006,19790103,1800
-17.75,-63.25,53.059906006000006,19790103,1800
-18.0,-63.5,44.554046631000006,19790103,1800
-18.0,-63.25,49.919281006000006,19790103,1800
-17.75,-63.5,47.619842528999996,19790104,1800
-17.75,-63.25,50.403045653999996,19790104,1800
-18.0,-63.5,43.699920653999996,19790104,1800
-18.0,-63.25,48.209686278999996,19790104,1800
-17.75,-63.5,48.389694213999995,19790105,1800
-17.75,-63.25,52.692428588999995,19790105,1800
-18.0,-63.5,45.987350463999995,19790105,1800
-18.0,-63.25,52.073287963999995,19790105,1800
-17.75,-63.5,47.84475708,19790106,1800
-17.75,-63.25,50.88772583,19790106,1800
-18.0,-63.5,43.635772705,19790106,1800
-18.0,-63.25,48.057647705,19790106,1800
-17.75,-63.5,39.714172363,19790107,1800
-17.75,-63.25,43.399719238,19790107,1800
-18.0,-63.5,36.425109863,19790107,1800
-18.0,-63.25,40.792297363,19790107,1800
-17.75,-63.5,35.972244263,19790108,1800
-17.75,-63.25,38.026931763,19790108,1800
-18.0,-63.5,33.071853638,19790108,1800
-18.0,-63.25,36.671463013,19790108,1800
-17.75,-63.5,34.185897827,19790109,1800
-17.75,-63.25,34.652694702,19790109,1800
-18.0,-63.5,32.168319702,19790109,1800
-18.0,-63.25,33.640975952,19790109,1800
-17.75,-63.5,37.050323485999996,19790110,1800
-17.75,-63.25,39.894073485999996,19790110,1800
-18.0,-63.5,33.030792235999996,19790110,1800
-18.0,-63.25,36.530792235999996,19790110,1800
-17.75,-63.5,42.605209351,19790111,1800
-17.75,-63.25,46.072006226000006,19790111,1800
-18.0,-63.5,39.161849976,19790111,1800
-18.0,-63.25,43.542709351000006,19790111,1800
-17.75,-63.5,46.82598877,19790112,1800
-17.75,-63.25,50.667785645,19790112,1800
-18.0,-63.5,43.23223877,19790112,1800
-18.0,-63.25,48.11114502,19790112,1800
-17.75,-63.5,47.916473389,19790113,1800
-17.75,-63.25,51.873504639,19790113,1800
-18.0,-63.5,43.982879639,19790113,1800
-18.0,-63.25,49.396942139,19790113,1800
-17.75,-63.5,49.918945312,19790114,1800
-17.75,-63.25,54.409179688,19790114,1800
-18.0,-63.5,46.278320312,19790114,1800
-18.0,-63.25,52.375976562,19790114,1800
-17.75,-63.5,44.686767578,19790115,1800
-17.75,-63.25,48.669189453,19790115,1800
-18.0,-63.5,40.477783203,19790115,1800
-18.0,-63.25,45.743408203,19790115,1800
-17.75,-63.5,42.574417114,19790116,1800
-17.75,-63.25,46.943557739,19790116,1800
-18.0,-63.5,38.675979614,19790116,1800
-18.0,-63.25,44.146682739,19790116,1800
-17.75,-63.5,45.353744506999995,19790117,1800
-17.75,-63.25,47.629135131999995,19790117,1800
-18.0,-63.5,40.113510131999995,19790117,1800
-18.0,-63.25,43.861557006999995,19790117,1800
-17.75,-63.5,34.457229614,19790118,1800
-17.75,-63.25,38.580276489,19790118,1800
-18.0,-63.5,32.386917114,19790118,1800
-18.0,-63.25,37.689651489,19790118,1800
-17.75,-63.5,33.042007446,19790119,1800
-17.75,-63.25,36.999038696,19790119,1800
-18.0,-63.5,30.901382446,19790119,1800
-18.0,-63.25,35.788101196,19790119,1800
-17.75,-63.5,38.177398681999996,19790120,1800
-17.75,-63.25,41.228179931999996,19790120,1800
-18.0,-63.5,35.650054931999996,19790120,1800
-18.0,-63.25,40.196929931999996,19790120,1800
-17.75,-63.5,41.551025390999996,19790121,1800
-17.75,-63.25,43.871337891,19790121,1800
-18.0,-63.5,38.541259765999996,19790121,1800
-18.0,-63.25,41.896728515999996,19790121,1800
-17.75,-63.5,44.138717651,19790122,1800
-17.75,-63.25,46.632858276,19790122,1800
-18.0,-63.5,40.535202026,19790122,1800
-18.0,-63.25,44.210983276,19790122,1800
-17.75,-63.5,43.394790648999994,19790123,1800
-17.75,-63.25,47.842056273999994,19790123,1800
-18.0,-63.5,39.812759399,19790123,1800
-18.0,-63.25,44.957290648999994,19790123,1800
-17.75,-63.5,44.714523315,19790124,1800
-17.75,-63.25,48.476242065,19790124,1800
-18.0,-63.5,40.941085815,19790124,1800
-18.0,-63.25,45.777023315,19790124,1800
-17.75,-63.5,44.98600769,19790125,1800
-17.75,-63.25,48.144210815,19790125,1800
-18.0,-63.5,41.679367065,19790125,1800
-18.0,-63.25,45.85710144,19790125,1800
-17.75,-63.5,46.069488525,19790126,1800
-17.75,-63.25,49.600738525,19790126,1800
-18.0,-63.5,43.346832275,19790126,1800
-18.0,-63.25,47.8019104,19790126,1800
-17.75,-63.5,42.183883666999996,19790127,1800
-17.75,-63.25,45.990524291999996,19790127,1800
-18.0,-63.5,38.472946166999996,19790127,1800
-18.0,-63.25,43.390914916999996,19790127,1800
-17.75,-63.5,46.011764526,19790128,1800
-17.75,-63.25,49.931686401,19790128,1800
-18.0,-63.5,44.074264526,19790128,1800
-18.0,-63.25,49.578170776,19790128,1800
-17.75,-63.5,48.079452515,19790129,1800
-17.75,-63.25,52.309921265,19790129,1800
-18.0,-63.5,45.20249939,19790129,1800
-18.0,-63.25,50.35874939,19790129,1800
-17.75,-63.5,47.208908081000004,19790130,1800
-17.75,-63.25,49.724533081000004,19790130,1800
-18.0,-63.5,43.970626831000004,19790130,1800
-18.0,-63.25,47.935470581000004,19790130,1800
-17.75,-63.5,39.504867554,19790131,1800
-17.75,-63.25,41.161117554,19790131,1800
-18.0,-63.5,36.374008179,19790131,1800
-18.0,-63.25,38.141586304,19790131,1800
-17.75,-63.5,40.800292969000004,19790201,1800
-17.75,-63.25,45.515136719,19790201,1800
-18.0,-63.5,37.425292969000004,19790201,1800
-18.0,-63.25,42.499511719000004,19790201,1800
-17.75,-63.5,43.194641113,19790202,1800
-17.75,-63.25,48.100891113,19790202,1800
-18.0,-63.5,38.944641113,19790202,1800
-18.0,-63.25,45.278625488,19790202,1800
-17.75,-63.5,41.823287964,19790203,1800
-17.75,-63.25,44.284225463999995,19790203,1800
-18.0,-63.5,38.973678589,19790203,1800
-18.0,-63.25,43.002975463999995,19790203,1800
-17.75,-63.5,40.072937012,19790204,1800
-17.75,-63.25,42.692077637,19790204,1800
-18.0,-63.5,36.557312012,19790204,1800
-18.0,-63.25,40.029968262,19790204,1800
-17.75,-63.5,39.420166015999996,19790205,1800
-17.75,-63.25,41.771728515999996,19790205,1800
-18.0,-63.5,36.361572265999996,19790205,1800
-18.0,-63.25,39.386962890999996,19790205,1800
-17.75,-63.5,48.300735474,19790206,1800
-17.75,-63.25,53.167922974,19790206,1800
-18.0,-63.5,43.843704224,19790206,1800
-18.0,-63.25,49.865188599,19790206,1800
-17.75,-63.5,44.230239868000005,19790207,1800
-17.75,-63.25,47.982192993000005,19790207,1800
-18.0,-63.5,40.536880493000005,19790207,1800
-18.0,-63.25,45.474380493000005,19790207,1800
-17.75,-63.5,46.209060668999996,19790208,1800
-17.75,-63.25,50.066482543999996,19790208,1800
-18.0,-63.5,43.156326293999996,19790208,1800
-18.0,-63.25,48.220779418999996,19790208,1800
-17.75,-63.5,48.11668396,19790209,1800
-17.75,-63.25,51.407699585,19790209,1800
-18.0,-63.5,43.712387085,19790209,1800
-18.0,-63.25,49.009262085,19790209,1800
-17.75,-63.5,47.114761353,19790210,1800
-17.75,-63.25,51.464370728,19790210,1800
-18.0,-63.5,44.653823853,19790210,1800
-18.0,-63.25,50.038589478,19790210,1800
-17.75,-63.5,45.452713013,19790211,1800
-17.75,-63.25,49.226150513,19790211,1800
-18.0,-63.5,41.062088013,19790211,1800
-18.0,-63.25,45.952713013,19790211,1800
-17.75,-63.5,44.95602417,19790212,1800
-17.75,-63.25,48.727508545,19790212,1800
-18.0,-63.5,40.864227295,19790212,1800
-18.0,-63.25,45.547821045,19790212,1800
-17.75,-63.5,46.818984985,19790213,1800
-17.75,-63.25,50.19984436,19790213,1800
-18.0,-63.5,44.014297485,19790213,1800
-18.0,-63.25,48.50843811,19790213,1800
-17.75,-63.5,48.38633728,19790214,1800
-17.75,-63.25,52.431259155,19790214,1800
-18.0,-63.5,44.46055603,19790214,1800
-18.0,-63.25,49.45274353,19790214,1800
-17.75,-63.5,46.54019165,19790215,1800
-17.75,-63.25,50.393707275,19790215,1800
-18.0,-63.5,42.34487915,19790215,1800
-18.0,-63.25,47.21987915,19790215,1800
-17.75,-63.5,46.814559937,19790216,1800
-17.75,-63.25,50.517684937,19790216,1800
-18.0,-63.5,43.371200562,19790216,1800
-18.0,-63.25,48.371200562,19790216,1800
-17.75,-63.5,40.066162109000004,19790217,1800
-17.75,-63.25,44.251708984,19790217,1800
-18.0,-63.5,35.784912109000004,19790217,1800
-18.0,-63.25,40.876708984000004,19790217,1800
-17.75,-63.5,36.551818848,19790218,1800
-17.75,-63.25,38.870178223,19790218,1800
-18.0,-63.5,32.600646973,19790218,1800
-18.0,-63.25,36.229553223,19790218,1800
-17.75,-63.5,32.982711791999996,19790219,1800
-17.75,-63.25,36.172164916999996,19790219,1800
-18.0,-63.5,29.808883666999996,19790219,1800
-18.0,-63.25,33.365524291999996,19790219,1800
-17.75,-63.5,38.246841431,19790220,1800
-17.75,-63.25,40.928482056,19790220,1800
-18.0,-63.5,36.178482056,19790220,1800
-18.0,-63.25,39.912857056,19790220,1800
-17.75,-63.5,33.476303101,19790221,1800
-17.75,-63.25,36.300521851,19790221,1800
-18.0,-63.5,30.638412476,19790221,1800
-18.0,-63.25,34.357162476,19790221,1800
-17.75,-63.5,22.549606323000003,19790222,1800
-17.75,-63.25,20.924606323,19790222,1800
-18.0,-63.5,19.838668823,19790222,1800
-18.0,-63.25,19.192184448,19790222,1800
-17.75,-63.5,27.765472411999998,19790223,1800
-17.75,-63.25,29.786956786999998,19790223,1800
-18.0,-63.5,25.558441161999998,19790223,1800
-18.0,-63.25,28.388519286999998,19790223,1800
-17.75,-63.5,34.626022339,19790224,1800
-17.75,-63.25,37.840866089,19790224,1800
-18.0,-63.5,31.846725464000002,19790224,1800
