Probabilities,IWV,A20,A40,A50,A75
0.1,15.530388793369415,0.2104942653324465,0.10383929159318375,0.14890664102539827,0.32352894160015994
0.2,15.27059718812404,0.20695944630543184,0.10206464532913477,0.14635989722378548,0.31799358463227384
0.3,15.126203884399942,0.20499532114160662,0.10108016146139275,0.1449472517602641,0.31492338227030325
0.5,14.87721006028088,0.20160926079739266,0.09938562737090638,0.14251601470869182,0.30963971737067386
1.0,14.483357087411715,0.19625558216919115,0.09671326347932313,0.1386825202669436,0.30130942007211414
2.0,14.041709338199308,0.19025555886184717,0.09372815181770566,0.13440138629860696,0.2920075670979437
3.0,13.769013533969275,0.18655257414609724,0.09189101387434936,0.131767155939666,0.2862846511293595
5.0,13.344489742570042,0.1807904849004983,0.0890400430194481,0.12768000335675925,0.27740617039920024
10.0,12.641112219900275,0.17125029986119344,0.08434011226900077,0.12094427519656337,0.2627767021392809
20.0,11.518631127719724,0.15604252017965164,0.0768989271918261,0.1102851930770768,0.23963231489619802
30.0,10.502361345701942,0.1422905055281442,0.07022116404371086,0.10072506783249414,0.21888057415992687
50.0,8.504962244703385,0.11530258632001504,0.057242377076401486,0.0821577544785573,0.17859365225320809
60.0,7.512361791982149,0.10190726867769408,0.05085225828779466,0.073021811297181,0.1587775922522896
70.0,6.432123495219947,0.08733748491788945,0.04392942006187631,0.06312729552529801,0.13731992781301566
80.0,5.299463997352924,0.07206468467007035,0.036687679772791575,0.05277859751729049,0.11487936681818392
90.0,3.950232821877194,0.05386543969814271,0.028041550739630015,0.04042065039122989,0.08807925665815242
95.0,3.0646482131735473,0.0419061336100227,0.022314752964654103,0.032229521215963806,0.07030865599003283
99.0,1.9226323023951755,0.026444988789524084,0.014775676311530062,0.02142885748116101,0.046855691297132254
